Unnamed: 0,case,run,VB,time,DOC,feed,material,smcAC,smcDC,vib_table,vib_spindle,AE_table,AE_spindle,mahalanobis_distance_squared,Status
row_43,3,15,0.44,75,0.75,0.25,1,-0.263671875,1.416015625,0.187988281,0.281982422,0.118408203,0.142211914,1.936960959378044,Accepted
row_44,3,16,0.55,81,0.75,0.25,1,-0.300292969,1.3671875,0.187988281,0.281982422,0.133666992,0.16784668,2.019108558711788,Accepted
row_45,4,1,0.08,3,1.5,0.25,1,-0.241699219,1.34765625,0.161132813,0.285644531,0.121459961,0.153198242,2.183094779316188,Accepted
row_46,4,2,0.13,9,1.5,0.25,1,0.341796875,1.391601563,0.173339844,0.2734375,0.106201172,0.128173828,1.439952372236694,Accepted
row_47,4,3,0.2,15,1.5,0.25,1,0.275878906,1.376953125,0.29296875,0.301513672,0.10925293,0.136108398,4.320534900788215,Accepted
row_48,4,4,0.31,21,1.5,0.25,1,-0.322265625,1.401367188,0.114746094,0.269775391,0.130004883,0.156860352,6.778674858572948,Accepted
row_49,4,5,0.35,27,1.5,0.25,1,-0.185546875,1.391601563,0.092773438,0.266113281,0.114746094,0.136108398,8.231756912600913,Accepted
row_50,4,6,0.4,34,1.5,0.25,1,-0.295410156,1.381835938,0.075683594,0.3125,0.107421875,0.12512207,10.563779881131971,Accepted
row_51,4,7,0.49,39,1.5,0.25,1,-0.151367188,1.342773438,0.068359375,0.297851563,0.10559082,0.116577148,11.571816111079354,Rejected
row_52,9,1,0.0,1,1.5,0.5,1,-0.407714844,1.3671875,0.090332031,0.29296875,0.145263672,0.171508789,1.3039929368996697,Accepted
row_53,9,2,0.1,3,1.5,0.5,1,-0.595703125,1.333007813,0.070800781,0.270996094,0.131835938,0.151367188,0.9645003458378608,Accepted
row_54,9,3,0.14,9,1.5,0.5,1,0.207519531,1.337890625,0.053710938,0.321044922,0.097045898,0.114746094,2.847895182864331,Accepted
row_55,9,4,0.19,16,1.5,0.5,1,-0.124511719,1.34765625,0.053710938,0.306396484,0.101928711,0.119628906,0.6503603354054635,Accepted
row_56,9,5,0.27,22,1.5,0.5,1,-0.637207031,1.352539063,0.053710938,0.279541016,0.109863281,0.139770508,0.857369968407448,Accepted
row_57,9,6,0.38,28,1.5,0.5,1,-0.44921875,1.391601563,0.061035156,0.274658203,0.124511719,0.147705078,0.2171519883377439,Accepted
row_58,9,7,0.47,34,1.5,0.5,1,-0.366210938,1.40625,0.05859375,0.294189453,0.116577148,0.134277344,0.0338212889684104,Accepted
row_59,9,8,0.64,40,1.5,0.5,1,-0.107421875,1.440429688,0.05859375,0.280761719,0.133056641,0.158691406,0.7744626867835858,Accepted
row_60,9,9,0.81,46,1.5,0.5,1,0.263671875,1.416015625,0.056152344,0.272216797,0.126953125,0.151977539,3.0845951155044893,Accepted
row_61,10,1,0.0,0,1.5,0.25,1,0.249023438,1.3671875,0.053710938,0.297851563,0.114135742,0.140380859,2.124826632591893,Accepted
row_62,10,2,0.04,4,1.5,0.25,1,-0.234375,1.42578125,0.05859375,0.289306641,0.120849609,0.131835938,0.0069251362255835,Accepted
row_63,10,3,0.08,9,1.5,0.25,1,-0.64453125,1.352539063,0.051269531,0.284423828,0.122680664,0.146484375,1.1928371690011697,Accepted
row_64,10,4,0.16,15,1.5,0.25,1,-0.639648438,1.381835938,0.061035156,0.318603516,0.12512207,0.141601563,1.3110097424093934,Accepted
row_65,10,5,0.25,21,1.5,0.25,1,-0.004882813,1.38671875,0.053710938,0.280761719,0.116577148,0.134887695,0.5353700079745182,Accepted
row_66,10,6,0.36,27,1.5,0.25,1,-0.546875,1.3671875,0.051269531,0.313720703,0.098876953,0.111694336,1.2117131168533728,Accepted
row_67,10,7,0.43,33,1.5,0.25,1,-0.615234375,1.362304688,0.051269531,0.269775391,0.110473633,0.128173828,1.122070126532499,Accepted
row_68,10,8,0.47,39,1.5,0.25,1,0.249023438,1.381835938,0.056152344,0.266113281,0.108642578,0.125732422,2.1891361796163773,Accepted
row_69,10,9,0.53,45,1.5,0.25,1,0.249023438,1.381835938,0.053710938,0.278320313,0.116577148,0.141601563,2.1045343822661486,Accepted
row_70,10,10,0.7,57,1.5,0.25,1,0.205078125,1.337890625,0.068359375,0.321044922,0.117797852,0.139160156,1.6198433561574253,Accepted
row_71,11,1,0.0,1,0.75,0.25,1,-0.244140625,1.352539063,0.070800781,0.289306641,0.126953125,0.16418457,0.5902450529382929,Accepted
row_72,11,2,0.04,3,0.75,0.25,1,-0.654296875,1.313476563,0.070800781,0.301513672,0.149536133,0.181274414,3.6297281577827,Accepted
row_73,11,3,0.07,10,0.75,0.25,1,-0.21484375,1.411132813,0.070800781,0.269775391,0.092773438,0.121459961,0.2204278283226632,Accepted
row_74,11,4,0.07,12,0.75,0.25,1,0.263671875,1.391601563,0.061035156,0.286865234,0.098876953,0.115356445,2.5022624091397057,Accepted
row_75,11,5,0.08,14,0.75,0.25,1,-0.60546875,1.342773438,0.065917969,0.296630859,0.121459961,0.14465332,1.2350510693475871,Accepted
row_76,11,6,0.09,17,0.75,0.25,1,0.341796875,1.411132813,0.070800781,0.284423828,0.101928711,0.123901367,2.970795145454951,Accepted
row_77,11,7,0.105,19,0.75,0.25,1,0.21484375,1.40625,0.068359375,0.274658203,0.085449219,0.101318359,2.3388442868361823,Accepted
row_78,11,8,0.12,21,0.75,0.25,1,-0.366210938,1.416015625,0.065917969,0.321044922,0.096435547,0.115356445,0.1721642067530151,Accepted
row_79,11,9,0.16,27,0.75,0.25,1,-0.678710938,1.352539063,0.063476563,0.294189453,0.106811523,0.127563477,1.32950228651899,Accepted
row_80,11,10,0.18,33,0.75,0.25,1,-0.463867188,1.381835938,0.070800781,0.290527344,0.100708008,0.122680664,0.3637314089736131,Accepted
row_81,11,11,0.2,39,0.75,0.25,1,0.146484375,1.411132813,0.068359375,0.284423828,0.095214844,0.108032227,1.5001307513904476,Accepted
row_82,11,12,0.23,45,0.75,0.25,1,-0.329589844,1.38671875,0.078125,0.289306641,0.115356445,0.138549805,0.1882417941436608,Accepted
row_83,11,13,0.26,51,0.75,0.25,1,-0.549316406,1.352539063,0.078125,0.281982422,0.092163086,0.121459961,1.0664935239428692,Accepted
row_84,11,14,0.285,54,0.75,0.25,1,-0.554199219,1.352539063,0.078125,0.310058594,0.091552734,0.103759766,1.1147208142003766,Accepted
row_85,11,15,0.31,57,0.75,0.25,1,-0.092773438,1.396484375,0.085449219,0.301513672,0.095825195,0.122680664,0.4563252089174899,Accepted
row_86,11,16,0.37,63,0.75,0.25,1,-0.676269531,1.376953125,0.092773438,0.301513672,0.114746094,0.137939453,2.062885509993688,Accepted
row_87,11,17,0.395,67,0.75,0.25,1,-0.122070313,1.372070313,0.085449219,0.274658203,0.115966797,0.137939453,0.322032157217564,Accepted
row_88,11,18,0.42,72,0.75,0.25,1,0.244140625,1.40625,0.080566406,0.264892578,0.117797852,0.140991211,2.1490631553311403,Accepted
row_89,11,19,0.47,80,0.75,0.25,1,0.246582031,1.396484375,0.078125,0.260009766,0.082397461,0.106811523,2.69265615655812,Accepted
row_90,11,20,0.57,86,0.75,0.25,1,-0.09765625,1.352539063,0.13671875,0.267333984,0.098876953,0.120849609,2.8696877175327624,Accepted
row_91,11,21,0.65,93,0.75,0.25,1,-0.0390625,1.376953125,0.083007813,0.257568359,0.111694336,0.139770508,0.4375347374578976,Accepted
row_92,11,22,0.68,100,0.75,0.25,1,-0.798339844,1.34765625,0.073242188,0.279541016,0.102539063,0.133666992,2.409118656764764,Accepted
row_93,11,23,0.76,105,0.75,0.25,1,0.21484375,1.342773438,0.070800781,0.261230469,0.09765625,0.116577148,1.9096620277013625,Accepted
row_94,12,1,0.405,1,0.75,0.5,1,6.41e-10,2.08e-33,1.05e-08,2.7e-06,4.07e-11,2.7e-06,19.516901712911647,Rejected
row_95,12,2,0.05,3,0.75,0.5,1,-0.217285156,1.328125,0.063476563,0.29296875,0.111083984,0.133666992,0.1579270181256892,Accepted
row_96,12,3,0.08,6,0.75,0.5,1,0.102539063,1.352539063,0.05859375,0.289306641,0.126953125,0.15625,1.160328969777528,Accepted
row_97,12,4,0.1,12,0.75,0.5,1,-0.627441406,1.352539063,0.070800781,0.300292969,0.119628906,0.141601563,1.28403099924952,Accepted
row_98,12,5,0.12,19,0.75,0.5,1,-0.642089844,1.342773438,0.070800781,0.279541016,0.130004883,0.160522461,1.407098462104134,Accepted
row_99,12,6,0.17,24,0.75,0.5,1,-0.393066406,1.352539063,0.056152344,0.255126953,0.123291016,0.145263672,0.1715163383268396,Accepted
row_100,12,7,0.2,30,0.75,0.5,1,0.268554688,1.328125,0.063476563,0.275878906,0.133666992,0.162963867,2.4125542874159622,Accepted
row_101,12,8,0.24,36,0.75,0.5,1,-0.244140625,1.381835938,0.068359375,0.2734375,0.109863281,0.131225586,0.2154480602689339,Accepted
row_102,12,9,0.32,42,0.75,0.5,1,0.021972656,1.376953125,0.05859375,0.268554688,0.096435547,0.116577148,1.4266751007092813,Accepted
row_103,12,10,0.36,45,0.75,0.5,1,0.185546875,1.357421875,0.061035156,0.262451172,0.096435547,0.111694336,2.3537026131422403,Accepted
row_104,12,11,0.4,49,0.75,0.5,1,-0.200195313,1.396484375,0.061035156,0.250244141,0.094604492,0.111083984,0.9488212659684888,Accepted
row_105,12,12,0.45,55,0.75,0.5,1,0.031738281,1.411132813,0.051269531,0.264892578,0.101318359,0.122070313,1.308869713397976,Accepted
row_106,12,13,0.49,61,0.75,0.5,1,0.185546875,1.357421875,0.063476563,0.275878906,0.09765625,0.119628906,2.257217201460364,Accepted
row_107,12,14,0.58,67,0.75,0.5,1,0.207519531,1.391601563,0.053710938,0.256347656,0.093994141,0.116577148,2.7818821553799404,Accepted
row_108,12,15,0.65,74,0.75,0.5,1,-0.600585938,1.372070313,0.05859375,0.252685547,0.103759766,0.121459961,1.3575907093384048,Accepted
row_109,5,1,0.0,0,1.5,0.5,2,0.102539063,1.333007813,0.078125,0.289306641,0.120849609,0.145263672,2.2207641577889987,Accepted
row_110,5,2,0.16,3,1.5,0.5,2,-0.48828125,1.298828125,0.078125,0.291748047,0.021362305,0.115966797,6.227639069777516,Accepted
row_111,5,3,0.29,6,1.5,0.5,2,0.249023438,1.357421875,0.080566406,0.275878906,0.101318359,0.123291016,1.2199143236338523,Accepted
row_112,5,4,0.44,9,1.5,0.5,2,-0.600585938,1.337890625,0.080566406,0.284423828,0.095825195,0.110473633,2.7614736348907005,Accepted
row_113,5,5,0.53,12,1.5,0.5,2,0.1953125,1.372070313,0.075683594,0.260009766,0.10559082,0.115966797,1.3215446853497563,Accepted
row_114,5,6,0.74,15,1.5,0.5,2,0.21484375,1.38671875,0.075683594,0.285644531,0.095825195,0.110473633,0.8973141683154019,Accepted
row_115,6,1,0.0,0,1.5,0.25,2,-0.224609375,1.416015625,0.080566406,0.275878906,0.020751953,0.116577148,0.0,Accepted
row_116,7,1,0.0,1,0.75,0.25,2,0.1171875,1.376953125,0.05859375,0.301513672,0.093383789,0.106811523,1.1019882689614278,Accepted
row_117,7,2,0.09,3,0.75,0.25,2,-0.590820313,1.333007813,0.063476563,0.296630859,0.125732422,0.146484375,2.407638975031968,Accepted
row_118,7,3,0.13,6,0.75,0.25,2,-0.717773438,1.328125,0.078125,0.284423828,0.102539063,0.126953125,2.3256420433824383,Accepted
row_119,7,4,0.22,10,0.75,0.25,2,0.207519531,1.333007813,0.063476563,0.269775391,0.021362305,0.126342773,7.786977715855665,Accepted
row_120,7,5,0.24,13,0.75,0.25,2,-0.310058594,1.391601563,0.061035156,0.300292969,0.111083984,0.134277344,0.5157131099654202,Accepted
row_121,7,6,0.34,15,0.75,0.25,2,-0.576171875,1.3671875,0.065917969,0.296630859,0.112915039,0.135498047,1.4730218626845306,Accepted
row_122,7,7,0.46,19,0.75,0.25,2,-0.681152344,1.352539063,0.070800781,0.272216797,0.112304688,0.129394531,2.1795248021276064,Accepted
row_123,7,8,0.23,21,0.75,0.25,2,-0.109863281,1.420898438,0.061035156,0.307617188,0.098876953,0.122070313,0.2161378711024061,Accepted
row_124,8,1,0.0,0,0.75,0.5,2,0.126953125,1.381835938,0.063476563,0.296630859,0.104980469,0.120239258,1.2997206392156335,Accepted
row_125,8,2,0.18,3,0.75,0.5,2,-0.439453125,1.401367188,0.070800781,0.288085938,0.101928711,0.119018555,2.488515415597267,Accepted
row_126,8,3,0.3,6,0.75,0.5,2,0.295410156,1.38671875,0.053710938,0.280761719,0.017700195,0.114746094,4.756131199915813,Accepted
row_127,8,4,0.37,8,0.75,0.5,2,0.278320313,1.357421875,0.063476563,0.275878906,0.109863281,0.133666992,2.237884367781267,Accepted
row_128,8,5,0.44,9,0.75,0.5,2,0.212402344,1.38671875,0.053710938,0.262451172,0.108032227,0.12878418,2.052193416583182,Accepted
row_129,8,6,0.62,12,0.75,0.5,2,0.295410156,1.401367188,0.065917969,0.305175781,0.126342773,0.159912109,4.079911102237524,Accepted
row_130,13,1,0.4466666666666666,1,0.75,0.25,2,-0.15625,1.372070313,0.061035156,0.311279297,0.090332031,0.103149414,0.9601766972941876,Accepted
row_131,13,2,0.2733333333333333,2,0.75,0.25,2,-0.224609375,1.3671875,0.065917969,0.303955078,0.078125,0.095214844,0.2276326386632103,Accepted
row_132,13,3,0.1,4,0.75,0.25,2,0.131835938,1.411132813,0.056152344,0.275878906,0.075073242,0.09765625,1.8049509359091,Accepted
row_133,13,4,0.13,7,0.75,0.25,2,-0.5078125,1.333007813,0.053710938,0.280761719,0.092773438,0.104980469,1.2710392158094943,Accepted
row_134,13,5,0.17,11,0.75,0.25,2,-0.629882813,1.303710938,0.068359375,0.274658203,0.017700195,0.101928711,4.123368656709851,Accepted
row_135,13,6,0.32,16,0.75,0.25,2,0.229492188,1.396484375,0.068359375,0.266113281,0.08605957,0.102539063,2.744731859986191,Accepted
row_136,13,7,0.38,19,0.75,0.25,2,0.109863281,1.411132813,0.056152344,0.281982422,0.017700195,0.094604492,4.269885992492295,Accepted
row_137,13,8,0.49,22,0.75,0.25,2,-0.610351563,1.357421875,0.05859375,0.278320313,0.109863281,0.130615234,3.1495333815052207,Accepted
row_138,13,9,0.56,25,0.75,0.25,2,0.166015625,1.3671875,0.087890625,0.2734375,0.09765625,0.116577148,2.8445277247272958,Accepted
row_139,13,10,0.68,29,0.75,0.25,2,-0.541992188,1.357421875,0.061035156,0.266113281,0.111083984,0.133056641,2.9844661866553377,Accepted
row_140,13,11,0.83,32,0.75,0.25,2,-0.715332031,1.357421875,0.061035156,0.289306641,0.100097656,0.118408203,2.766429794289766,Accepted
row_141,13,12,0.92,35,0.75,0.25,2,-0.463867188,1.333007813,0.061035156,0.267333984,0.111083984,0.125732422,2.753395365066236,Accepted
row_142,13,13,1.07,38,0.75,0.25,2,-0.415039063,1.391601563,0.065917969,0.270996094,0.102539063,0.122680664,1.7429684382892503,Accepted
row_143,13,14,1.3,42,0.75,0.25,2,-0.622558594,1.3671875,0.068359375,0.277099609,0.095214844,0.110473633,1.887408006139842,Accepted
row_144,13,15,1.53,45,0.75,0.25,2,-0.610351563,1.357421875,0.056152344,0.264892578,0.09765625,0.117797852,1.9974522196156983,Accepted
row_145,14,1,0.81,1,0.75,0.5,2,0.087890625,1.328125,0.05859375,0.302734375,0.090942383,0.108642578,0.2305940035461325,Accepted
row_146,14,2,0.09,3,0.75,0.5,2,0.249023438,1.357421875,0.056152344,0.306396484,0.088500977,0.103149414,0.9037138539877902,Accepted
row_147,14,3,0.17,6,0.75,0.5,2,0.21484375,1.328125,0.056152344,0.310058594,0.104370117,0.120849609,0.7603753647095652,Accepted
row_148,14,4,0.24,9,0.75,0.5,2,-0.244140625,1.342773438,0.05859375,0.288085938,0.101318359,0.110473633,0.2807376701818028,Accepted
row_149,14,5,0.295,11,0.75,0.5,2,-0.483398438,1.298828125,0.063476563,0.303955078,0.092773438,0.108642578,1.5407116001084693,Accepted
row_150,14,6,0.35,12,0.75,0.5,2,0.200195313,1.38671875,0.05859375,0.290527344,0.093994141,0.106201172,0.5813864051751765,Accepted
row_151,14,8,0.6,18,0.75,0.5,2,-0.576171875,1.337890625,0.063476563,0.264892578,0.091552734,0.119018555,2.2776256762602185,Accepted
row_152,14,9,0.81,21,0.75,0.5,2,0.258789063,1.391601563,0.068359375,0.283203125,0.102539063,0.125732422,0.8319575437286053,Accepted
row_153,14,10,1.14,24,0.75,0.5,2,0.25390625,1.40625,0.083007813,0.274658203,0.092773438,0.111083984,0.978100209974428,Accepted
row_154,15,1,0.645,1,1.5,0.25,2,-0.458984375,1.357421875,0.068359375,0.29296875,0.08605957,0.104980469,4.878959132021931,Accepted
row_155,15,2,0.15,3,1.5,0.25,2,0.258789063,1.381835938,0.063476563,0.285644531,0.098266602,0.110473633,0.0875479785079687,Accepted
row_156,15,3,0.28,6,1.5,0.25,2,0.327148438,1.357421875,0.05859375,0.260009766,0.082397461,0.100097656,0.0875479785079647,Accepted
row_157,15,4,0.37,9,1.5,0.25,2,0.15625,1.381835938,0.061035156,0.277099609,0.087280273,0.101318359,0.1656630296013914,Accepted
row_158,15,5,0.48,13,1.5,0.25,2,-0.634765625,1.342773438,0.061035156,0.266113281,0.10559082,0.123901367,7.220024510679982,Accepted
row_159,15,6,0.56,16,1.5,0.25,2,-0.1953125,1.401367188,0.063476563,0.285644531,0.083618164,0.093994141,2.063251869700775,Accepted
row_160,15,7,0.7,19,1.5,0.25,2,-0.68359375,1.376953125,0.056152344,0.261230469,0.102539063,0.123291016,7.743909152782886,Accepted
row_161,16,1,0.5466666666666666,1,1.5,0.5,2,-0.151367188,1.352539063,0.05859375,0.364990234,0.091552734,0.098876953,0.6790989553541878,Accepted
row_162,16,2,0.3933333333333333,2,1.5,0.5,2,-0.583496094,1.30859375,0.063476563,0.330810547,0.093994141,0.10925293,1.7284102285319758,Accepted
row_163,16,3,0.24,3,1.5,0.5,2,-0.200195313,1.40625,0.065917969,0.279541016,0.114746094,0.139770508,0.0,Accepted
row_164,16,4,0.32,4,1.5,0.5,2,0.244140625,1.328125,0.063476563,0.290527344,0.101318359,0.117797852,1.8350880099428868,Accepted
row_165,16,5,0.4,6,1.5,0.5,2,-0.205078125,1.381835938,0.068359375,0.289306641,0.098876953,0.114746094,0.3391655585278507,Accepted
row_166,16,6,0.62,9,1.5,0.5,2,-0.380859375,1.381835938,0.041503906,0.29296875,0.075683594,0.083007813,2.091429992162236,Accepted
